0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
0.752808;0.862610;0.784668;12334.000000;14133.000000;12856.000000
